blockfacename,paidparkingarea,avg_occupancy,peak_hour_occupancy,spaces,hours_over_target,hours_under_target,hours_on_target,mean_adjustment,max_adjustment,min_adjustment,peak_hour,primary_action,paidparkingsubarea,lat,lon,time_limit,n_meters
PIKE ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,0.722,0.843,4.0,0,4,8,-0.146,0.0,-1.0,19,hold,Retail,47.61044866,-122.33614543,120.0,2
PINE ST BETWEEN PIKE PL AND POST AL,Commercial Core,0.436,0.725,2.0,0,11,1,-1.146,0.0,-2.0,19,decrease,Waterfront,47.6094665,-122.34155327,120.0,1
PINE ST BETWEEN POST AL AND 1ST AVE,Commercial Core,0.022,0.068,2.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,Waterfront,47.60961649,-122.34119542,120.0,1
SENECA ST BETWEEN 1ST AVE AND 2ND AVE,Commercial Core,0.68,0.834,8.0,0,8,4,-0.25,0.0,-0.75,11,decrease,Retail,47.606354495000005,-122.33698751,120.0,2
SENECA ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,0.503,0.674,4.0,0,12,0,-0.875,-0.25,-1.5,12,decrease,Retail,47.60688102,-122.33590565,120.0,1
SENECA ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,0.396,0.53,9.0,0,12,0,-1.396,-0.75,-2.0,18,decrease,Retail,47.6072883,-122.33476664,120.0,2
SENECA ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,0.178,0.221,11.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,Retail,47.60825757,-122.33263214,120.0,1
SENECA ST BETWEEN ALASKAN WAY AND WESTERN AVE,Commercial Core,0.403,0.532,8.0,0,12,0,-1.271,-0.75,-2.0,11,decrease,Waterfront,47.60556775,-122.33904224,120.0,1
SENECA ST BETWEEN WESTERN AVE AND POST AVE,Commercial Core,0.348,0.45,3.0,0,12,0,-1.583,-1.0,-2.0,17,decrease,Waterfront,47.60572997,-122.33831778,120.0,1
SPRING ST BETWEEN ALASKAN WAY AND WESTERN AVE,Commercial Core,0.378,0.555,2.0,0,12,0,-1.396,-0.5,-2.0,15,decrease,Waterfront,47.60482919,-122.33844059,120.0,1
STEWART ST BETWEEN 1ST AVE AND 2ND AVE,Commercial Core,0.425,0.589,6.0,0,12,0,-1.271,-0.5,-2.0,18,decrease,Retail,47.61059687,-122.34081375,120.0,1
STEWART ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,0.452,0.595,3.0,0,12,0,-1.104,-0.5,-2.0,19,decrease,Retail,47.61126224,-122.33994252,120.0,1
STEWART ST BETWEEN PIKE PL AND POST AL,Commercial Core,0.262,0.503,4.0,0,12,0,-1.771,-0.75,-2.0,19,decrease,Waterfront,47.60978392,-122.34189906,120.0,1
STEWART ST BETWEEN POST AL AND 1ST AVE,Commercial Core,0.253,0.441,5.0,0,12,0,-1.896,-1.25,-2.0,19,decrease,Waterfront,47.61012337,-122.341665,120.0,1
TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,Commercial Core,0.247,0.341,7.0,0,12,0,-1.958,-1.75,-2.0,12,decrease,Financial,47.60204002,-122.32859988,120.0,1
UNION ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,0.413,0.611,4.0,0,12,0,-1.229,-0.25,-2.0,10,decrease,Retail,47.60848168,-122.33737977,120.0,1
UNION ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,0.34,0.497,4.0,0,12,0,-1.688,-1.0,-2.0,19,decrease,Retail,47.60892503,-122.33627399,120.0,1
UNION ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,0.565,0.612,5.0,0,12,0,-0.542,-0.25,-0.75,9,decrease,Retail,47.60939858,-122.33515851,120.0,1
UNION ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,0.52,0.678,3.0,0,12,0,-0.812,-0.25,-1.5,19,decrease,Retail,47.60986131,-122.33407591,120.0,1
UNION ST BETWEEN 6TH AVE AND 7TH AVE,Commercial Core,0.45,0.595,6.0,0,12,0,-1.146,-0.5,-1.75,10,decrease,Retail,47.61031904,-122.33297464,120.0,1
UNION ST BETWEEN WESTERN AVE AND POST AL,Commercial Core,0.448,0.591,3.0,0,12,0,-1.125,-0.5,-1.75,12,decrease,Waterfront,47.60753777,-122.33993334,120.0,1
UNIVERSITY ST BETWEEN 1ST AVE AND 2ND AVE,Commercial Core,0.566,0.701,12.0,0,11,1,-0.583,0.0,-1.5,12,decrease,Retail,47.60706452,-122.337647925,120.0,2
UNIVERSITY ST BETWEEN 2ND AVE AND 3RD AVE,Commercial Core,0.7,0.887,3.0,1,5,6,-0.229,0.25,-1.0,19,decrease,Retail,47.60748915,-122.33646207,120.0,1
UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,Commercial Core,0.215,0.313,3.0,0,12,0,-1.979,-1.75,-2.0,19,decrease,Retail,47.60806691,-122.33548167,120.0,1
UNIVERSITY ST BETWEEN 4TH AVE AND 5TH AVE,Commercial Core,0.379,0.492,5.0,0,12,0,-1.479,-1.0,-2.0,17,decrease,Retail,47.608456245,-122.33428652,120.0,2
UNIVERSITY ST BETWEEN 5TH AVE AND 6TH AVE,Commercial Core,0.353,0.494,3.0,0,12,0,-1.583,-1.0,-2.0,10,decrease,Retail,47.60897622,-122.33327978,120.0,1
UNIVERSITY ST BETWEEN ALASKAN WAY AND WESTERN AVE,Commercial Core,0.392,0.521,5.0,0,12,0,-1.312,-0.75,-2.0,18,decrease,Waterfront,47.60620503,-122.339679285,120.0,2
WESTERN AVE BETWEEN COLUMBIA ST AND MARION ST,Commercial Core,0.527,0.625,14.0,0,12,0,-0.75,-0.25,-2.0,11,decrease,Waterfront,47.603163135,-122.33636504,120.0,2
WESTERN AVE BETWEEN MADISON ST AND SPRING ST,Commercial Core,0.59,0.728,11.0,0,10,2,-0.458,0.0,-1.75,19,decrease,Waterfront,47.60460413,-122.33768351,120.0,2
WESTERN AVE BETWEEN MARION ST AND MADISON ST,Commercial Core,0.354,0.444,4.0,0,12,0,-1.583,-1.25,-2.0,10,decrease,Waterfront,47.603890615,-122.337040265,120.0,2
WESTERN AVE BETWEEN PIKE ST AND PINE ST,Commercial Core,0.516,0.677,7.0,0,12,0,-0.792,-0.25,-2.0,14,decrease,Waterfront,47.608823105,-122.34155368,120.0,2
WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,Commercial Core,0.49,0.611,11.0,0,12,0,-0.896,-0.25,-2.0,12,decrease,Waterfront,47.606018455,-122.339003705,120.0,2
WESTERN AVE BETWEEN SPRING ST AND SENECA ST,Commercial Core,0.521,0.633,15.0,0,12,0,-0.708,-0.25,-2.0,12,decrease,Waterfront,47.60531014,-122.33833653,120.0,2
WESTERN AVE BETWEEN UNION ST AND PIKE ST,Commercial Core,0.294,0.359,12.0,0,12,0,-1.792,-1.5,-2.0,13,decrease,Waterfront,47.60786351,-122.340658505,120.0,2
WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,Commercial Core,0.453,0.568,10.0,0,12,0,-1.062,-0.5,-2.0,18,decrease,Waterfront,47.60683479,-122.33982722,120.0,1
YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,Commercial Core,0.274,0.389,40.0,0,12,0,-1.792,-1.5,-2.0,12,decrease,Financial,47.601713575,-122.327667805,120.0,2
6TH AVE BETWEEN BATTERY ST AND WALL ST,Denny Triangle,0.302,0.408,11.0,0,12,0,-1.75,-1.25,-2.0,19,decrease,North,47.617780620000005,-122.344044275,240.0,2
6TH AVE BETWEEN BELL ST AND BATTERY ST,Denny Triangle,0.195,0.345,9.0,0,12,0,-1.979,-1.75,-2.0,15,decrease,North,47.61700881,-122.34293648,240.0,1
6TH AVE BETWEEN BLANCHARD ST AND BELL ST,Denny Triangle,0.185,0.269,21.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,North,47.616307515,-122.34155693,240.0,2
6TH AVE BETWEEN LENORA ST AND BLANCHARD ST,Denny Triangle,0.335,0.415,10.0,0,12,0,-1.708,-1.25,-2.0,13,decrease,North,47.6154538,-122.34032614,240.0,1
6TH AVE BETWEEN OLIVE WAY AND STEWART ST,Denny Triangle,0.35,0.444,9.0,0,12,0,-1.625,-1.25,-2.0,11,decrease,South,47.61337529,-122.33664107,120.0,2
6TH AVE BETWEEN VIRGINIA ST AND LENORA ST,Denny Triangle,0.272,0.404,10.0,0,12,0,-1.854,-1.25,-2.0,19,decrease,South,47.614767685,-122.33895064,120.0,2
6TH AVE BETWEEN WALL ST AND DENNY WAY,Denny Triangle,0.213,0.306,8.0,0,12,0,-1.979,-1.75,-2.0,10,decrease,North,47.61820358,-122.34494996,240.0,1
6TH AVE BETWEEN WESTLAKE AVE AND VIRGINIA ST,Denny Triangle,0.247,0.41,8.0,0,12,0,-1.938,-1.25,-2.0,19,decrease,South,47.6141992,-122.33799256,120.0,2
7TH AVE BETWEEN BELL ST AND DEXTER AVE,Denny Triangle,0.21,0.279,5.0,0,12,0,-2.0,-2.0,-2.0,12,decrease,North,47.61769659,-122.34172753,240.0,1
7TH AVE BETWEEN BLANCHARD ST AND BELL ST,Denny Triangle,0.166,0.226,15.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,North,47.616969815,-122.34072011,240.0,2
7TH AVE BETWEEN LENORA ST AND BLANCHARD ST,Denny Triangle,0.212,0.293,13.0,0,12,0,-2.0,-2.0,-2.0,12,decrease,North,47.6162881,-122.33933279,120.0,1
7TH AVE BETWEEN OLIVE WAY AND STEWART ST,Denny Triangle,0.4,0.714,6.0,0,11,1,-1.354,0.0,-2.0,9,decrease,South,47.61399229,-122.33560622,120.0,1
7TH AVE BETWEEN STEWART ST AND VIRGINIA ST,Denny Triangle,0.362,0.508,2.0,0,12,0,-1.542,-0.75,-2.0,12,decrease,South,47.6146276,-122.33687047,120.0,1
7TH AVE BETWEEN WESTLAKE AVE AND LENORA ST,Denny Triangle,0.255,0.344,10.0,0,12,0,-1.958,-1.75,-2.0,12,decrease,South,47.615585925000005,-122.3383484,120.0,2
8TH AVE BETWEEN BELL ST AND DENNY WAY,Denny Triangle,0.218,0.301,11.0,0,12,0,-1.979,-1.75,-2.0,19,decrease,North,47.61827758,-122.340905235,240.0,2
8TH AVE BETWEEN BLANCHARD ST AND BELL ST,Denny Triangle,0.294,0.462,5.0,0,12,0,-1.771,-1.0,-2.0,19,decrease,North,47.617634125,-122.33985116,240.0,2
8TH AVE BETWEEN OLIVE WAY AND STEWART ST,Denny Triangle,0.25,0.392,6.0,0,12,0,-1.938,-1.5,-2.0,19,decrease,South,47.61448278,-122.33478081,120.0,1
8TH AVE BETWEEN STEWART ST AND VIRGINIA ST,Denny Triangle,0.064,0.151,6.0,0,12,0,-2.0,-2.0,-2.0,12,decrease,South,47.61540116,-122.33591854,120.0,1
8TH AVE BETWEEN VIRGINIA ST AND WESTLAKE AVE,Denny Triangle,0.377,0.51,7.0,0,12,0,-1.5,-0.75,-2.0,19,decrease,South,47.6160495,-122.33732798,120.0,1
8TH AVE BETWEEN WESTLAKE AVE AND BLANCHARD ST,Denny Triangle,0.156,0.322,4.0,0,12,0,-1.979,-1.75,-2.0,19,decrease,North,47.61706453,-122.33869955,240.0,1
9TH AVE BETWEEN HOWELL ST AND STEWART ST,Denny Triangle,0.232,0.295,11.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,North,47.61529696,-122.3337482,240.0,1
9TH AVE BETWEEN LENORA ST AND BLANCHARD ST,Denny Triangle,0.381,0.47,8.0,0,12,0,-1.458,-1.0,-2.0,10,decrease,North,47.61759839,-122.33766765,240.0,1
9TH AVE BETWEEN STEWART ST AND VIRGINIA ST,Denny Triangle,0.345,0.462,6.0,0,12,0,-1.625,-1.0,-2.0,10,decrease,North,47.61600319,-122.33508986,240.0,2
9TH AVE BETWEEN VIRGINIA ST AND LENORA ST,Denny Triangle,0.385,0.494,10.0,0,12,0,-1.438,-1.0,-2.0,18,decrease,North,47.616767185,-122.336384535,240.0,2
9TH AVE BETWEEN WESTLAKE AVE AND DENNY WAY,Denny Triangle,0.267,0.441,3.0,0,12,0,-1.833,-1.25,-2.0,15,decrease,North,47.61827352,-122.33879349,240.0,1
BELL ST BETWEEN 6TH AVE AND 7TH AVE,Denny Triangle,0.193,0.258,5.0,0,12,0,-2.0,-2.0,-2.0,17,decrease,North,47.61701942,-122.34168549,240.0,1
BELL ST BETWEEN 8TH AVE AND DENNY WAY,Denny Triangle,0.19,0.242,4.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,North,47.6182605,-122.34007491,240.0,1
BLANCHARD ST BETWEEN 6TH AVE AND 7TH AVE,Denny Triangle,0.219,0.278,4.0,0,12,0,-2.0,-2.0,-2.0,18,decrease,North,47.61632966,-122.3405162,240.0,1
BOREN AVE BETWEEN FAIRVIEW AVE AND DENNY WAY,Denny Triangle,0.152,0.233,11.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,North,47.61820994,-122.334852985,240.0,2
EASTLAKE AVE BETWEEN HOWELL ST AND DENNY LOWER WAY,Denny Triangle,0.087,0.143,5.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,North,47.61818495,-122.32926153,240.0,1
HOWELL ST BETWEEN 9TH AVE AND TERRY AVE,Denny Triangle,0.133,0.19,20.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,North,47.615173105,-122.332721365,240.0,2
HOWELL ST BETWEEN BOREN AVE AND MINOR AVE,Denny Triangle,0.24,0.405,5.0,0,12,0,-1.917,-1.25,-2.0,18,decrease,North,47.61655931,-122.33105726,240.0,1
HOWELL ST BETWEEN MINOR AVE AND YALE AVE,Denny Triangle,0.22,0.423,3.0,0,12,0,-1.833,-1.25,-2.0,11,decrease,North,47.61721619,-122.3302179,240.0,1
HOWELL ST BETWEEN TERRY AVE AND BOREN AVE,Denny Triangle,0.078,0.18,17.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,North,47.615839435,-122.331865395,240.0,2
HOWELL ST BETWEEN YALE AVE AND EASTLAKE AVE,Denny Triangle,0.153,0.289,4.0,0,12,0,-2.0,-2.0,-2.0,15,decrease,North,47.61771697,-122.329559,240.0,1
LENORA ST BETWEEN 6TH AVE AND 7TH AVE,Denny Triangle,0.174,0.448,3.0,0,12,0,-1.938,-1.25,-2.0,19,decrease,South,47.6154348,-122.33913495,120.0,1
LENORA ST BETWEEN 7TH AVE AND 8TH AVE,Denny Triangle,0.104,0.231,5.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,South,47.61602424,-122.33838309,120.0,1
LENORA ST BETWEEN 8TH AVE AND 9TH AVE,Denny Triangle,0.56,0.781,1.0,0,11,1,-0.667,0.0,-1.5,10,decrease,North,47.61675811,-122.33742376,240.0,1
LENORA ST BETWEEN 9TH AVE AND TERRY AVE,Denny Triangle,0.478,0.598,4.0,0,12,0,-1.0,-0.5,-1.75,10,decrease,North,47.61755058,-122.33668489,240.0,1
LENORA ST BETWEEN TERRY AVE AND BOREN AVE,Denny Triangle,0.214,0.303,15.0,0,12,0,-1.979,-1.75,-2.0,19,decrease,North,47.618147105,-122.33574783,240.0,2
MINOR AVE BETWEEN HOWELL ST AND STEWART ST,Denny Triangle,0.276,0.376,15.0,0,12,0,-1.875,-1.5,-2.0,12,decrease,North,47.61722005,-122.331200335,240.0,2
MINOR AVE BETWEEN OLIVE WAY AND HOWELL ST,Denny Triangle,0.149,0.277,8.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,North,47.61645359,-122.33001488,240.0,1
OLIVE WAY BETWEEN 9TH AVE AND TERRY AVE,Denny Triangle,0.187,0.361,6.0,0,12,0,-1.938,-1.5,-2.0,12,decrease,North,47.6148061,-122.33244613,120.0,1
STEWART ST BETWEEN 6TH AVE AND 7TH AVE,Denny Triangle,0.274,0.408,10.0,0,12,0,-1.792,-1.25,-2.0,19,decrease,South,47.613951535,-122.33659474,120.0,2
STEWART ST BETWEEN 7TH AVE AND 8TH AVE,Denny Triangle,0.183,0.421,7.0,0,12,0,-1.854,-1.25,-2.0,11,decrease,South,47.61456869,-122.33566247,120.0,1
STEWART ST BETWEEN 8TH AVE AND 9TH AVE,Denny Triangle,0.15,0.231,16.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,North,47.615284125,-122.334874415,240.0,2
STEWART ST BETWEEN 9TH AVE AND TERRY AVE,Denny Triangle,0.261,0.393,10.0,0,12,0,-1.833,-1.5,-2.0,15,decrease,North,47.615949255,-122.334013965,240.0,2
STEWART ST BETWEEN BOREN AVE AND MINOR AVE,Denny Triangle,0.184,0.299,12.0,0,12,0,-2.0,-2.0,-2.0,12,decrease,North,47.61728393,-122.332279715,240.0,2
STEWART ST BETWEEN MINOR AVE AND YALE AVE,Denny Triangle,0.096,0.267,7.0,0,4,0,-2.0,-2.0,-2.0,19,decrease,North,47.61789756,-122.33135135,240.0,1
STEWART ST BETWEEN TERRY AVE AND BOREN AVE,Denny Triangle,0.204,0.317,11.0,0,12,0,-1.979,-1.75,-2.0,12,decrease,North,47.61659227,-122.333168865,240.0,2
TERRY AVE BETWEEN HOWELL ST AND STEWART ST,Denny Triangle,0.166,0.264,6.0,0,12,0,-2.0,-2.0,-2.0,18,decrease,North,47.61593642,-122.33286034,240.0,1
TERRY AVE BETWEEN LENORA ST AND DENNY WAY,Denny Triangle,0.372,0.559,6.0,0,12,0,-1.5,-0.5,-2.0,18,decrease,North,47.61815513,-122.336734165,240.0,2
TERRY AVE BETWEEN STEWART ST AND VIRGINIA ST,Denny Triangle,0.14,0.315,5.0,0,12,0,-1.979,-1.75,-2.0,19,decrease,North,47.61671369,-122.33418299,240.0,1
TERRY AVE BETWEEN VIRGINIA ST AND LENORA ST,Denny Triangle,0.126,0.273,7.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,North,47.61744565,-122.3355333,240.0,2
VIRGINIA ST BETWEEN 7TH AVE AND 8TH AVE,Denny Triangle,0.266,0.385,3.0,0,12,0,-1.896,-1.5,-2.0,19,decrease,South,47.61544257,-122.3370847,120.0,1
VIRGINIA ST BETWEEN 9TH AVE AND TERRY AVE,Denny Triangle,0.118,0.294,5.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,North,47.61676587,-122.335373,240.0,1
VIRGINIA ST BETWEEN BOREN AVE AND MINOR AVE,Denny Triangle,0.319,0.458,3.0,0,12,0,-1.771,-1.0,-2.0,11,decrease,North,47.61799607,-122.33351256,240.0,1
WESTLAKE AVE BETWEEN 6TH AVE AND VIRGINIA ST,Denny Triangle,0.198,0.239,14.0,0,12,0,-2.0,-2.0,-2.0,18,decrease,South,47.614407685,-122.33765763,120.0,2
WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE,Denny Triangle,0.22,0.271,15.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,South,47.615854885000005,-122.33796139,120.0,2
WESTLAKE AVE BETWEEN LENORA ST AND BLANCHARD ST,Denny Triangle,0.191,0.311,16.0,0,12,0,-1.979,-1.75,-2.0,19,decrease,North,47.61713502,-122.33818552,240.0,2
YALE AVE BETWEEN HOWELL ST AND STEWART ST,Denny Triangle,0.141,0.237,14.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,North,47.61788541,-122.33034592,240.0,2
7TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,First Hill,0.094,0.172,5.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.60573702,-122.32786582,120.0,1
7TH AVE BETWEEN JAMES ST AND CHERRY ST,First Hill,0.037,0.054,14.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.60499284,-122.327311345,120.0,2
7TH AVE BETWEEN MADISON ST AND SPRING ST,First Hill,0.126,0.204,6.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.60788056,-122.32985799,120.0,1
7TH AVE BETWEEN MADISON ST OFF RP AND MADISON ST,First Hill,0.251,0.448,6.0,0,11,0,-1.818,-1.25,-2.0,14,decrease,,47.60718833,-122.32922007,120.0,1
8TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,First Hill,0.15,0.23,8.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,,47.606160855,-122.326837015,120.0,2
8TH AVE BETWEEN COLUMBIA ST AND MARION ST,First Hill,0.596,0.882,5.0,1,6,5,-0.604,0.25,-2.0,9,decrease,,47.60689983,-122.32742018,120.0,1
8TH AVE BETWEEN JAMES ST AND CHERRY ST,First Hill,0.056,0.105,11.0,0,12,0,-2.0,-2.0,-2.0,13,decrease,,47.60546314,-122.326198585,120.0,2
8TH AVE BETWEEN MADISON ST AND SPRING ST,First Hill,0.232,0.383,6.0,0,12,0,-1.917,-1.5,-2.0,9,decrease,,47.60828548,-122.32885421,120.0,1
8TH AVE BETWEEN MARION ST AND MADISON ST,First Hill,0.146,0.307,3.0,0,12,0,-1.979,-1.75,-2.0,14,decrease,,47.60759861,-122.32806872,120.0,1
8TH AVE BETWEEN SPRING ST AND SENECA ST,First Hill,0.199,0.363,4.0,0,12,0,-1.958,-1.5,-2.0,9,decrease,,47.6090517,-122.32941216,120.0,1
9TH AVE BETWEEN CHERRY ST AND COLUMBIA ST,First Hill,0.06,0.103,11.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.60662868,-122.325729575,120.0,2
9TH AVE BETWEEN COLUMBIA ST AND MARION ST,First Hill,0.068,0.13,9.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.607340585,-122.32638358,120.0,2
9TH AVE BETWEEN E FIR ST AND ALDER ST,First Hill,0.064,0.097,5.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.60310302,-122.32239979,120.0,1
9TH AVE BETWEEN MADISON ST AND SPRING ST,First Hill,0.2,0.284,6.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.60875479,-122.32780118,120.0,1
9TH AVE BETWEEN MARION ST AND MADISON ST,First Hill,0.129,0.206,8.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.60805784,-122.32703998,120.0,2
9TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,First Hill,0.214,0.278,4.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.61018833,-122.32906872,120.0,1
9TH AVE BETWEEN SPRING ST AND SENECA ST,First Hill,0.134,0.237,6.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.60945231,-122.32843867,120.0,1
ALDER ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,0.097,0.118,19.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.603646335,-122.32222189,120.0,2
ALDER ST BETWEEN DEAD END AND 9TH AVE,First Hill,0.03,0.056,8.0,0,12,0,-2.0,-2.0,-2.0,16,decrease,,47.60303707,-122.32354044,120.0,1
ALDER ST BETWEEN TERRY AVE AND BROADWAY,First Hill,0.064,0.115,10.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.604072435,-122.321218165,120.0,2
BOYLSTON AVE BETWEEN MADISON ST AND SPRING ST,First Hill,0.061,0.09,13.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.611105485,-122.322176065,120.0,2
BOYLSTON AVE BETWEEN MARION ST AND MADISON ST,First Hill,0.226,0.294,5.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,,47.61039901,-122.3214265,120.0,1
BOYLSTON AVE BETWEEN SENECA ST AND UNIVERSITY W ST,First Hill,0.051,0.068,15.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.612532915,-122.32346696,120.0,2
BOYLSTON AVE BETWEEN SPRING ST AND SENECA ST,First Hill,0.108,0.129,14.0,0,12,0,-2.0,-2.0,-2.0,10,decrease,,47.61180567,-122.32278894,120.0,2
BROADWAY BETWEEN BOYLSTON AVE AND MARION ST,First Hill,0.259,0.552,3.0,0,12,0,-1.792,-0.5,-2.0,19,decrease,,47.60984775,-122.32064833,120.0,1
BROADWAY BETWEEN HARVARD AVE AND E UNION ST,First Hill,0.291,0.632,7.0,0,12,0,-1.583,-0.25,-2.0,19,decrease,,47.6121046,-122.32063959,120.0,1
BROADWAY BETWEEN MARION ST AND MADISON ST,First Hill,0.15,0.312,3.0,0,12,0,-1.979,-1.75,-2.0,19,decrease,,47.61063958,-122.32064974,120.0,1
BROADWAY BETWEEN YESLER WAY AND E FIR ST,First Hill,0.146,0.186,12.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,,47.602198195,-122.32073863,120.0,2
CHERRY ST BETWEEN 7TH AVE AND 8TH AVE,First Hill,0.034,0.076,4.0,0,12,0,-2.0,-2.0,-2.0,8,decrease,,47.60553137,-122.32700515,120.0,1
CHERRY ST BETWEEN 8TH AVE AND 9TH AVE,First Hill,0.055,0.095,7.0,0,12,0,-2.0,-2.0,-2.0,15,decrease,,47.60600256,-122.32592436,120.0,1
CHERRY ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,0.071,0.11,19.0,0,12,0,-2.0,-2.0,-2.0,11,decrease,,47.606509055,-122.324828395,120.0,2
CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,First Hill,0.181,0.232,11.0,0,12,0,-2.0,-2.0,-2.0,18,decrease,,47.60739467,-122.32255557,120.0,1
CHERRY ST BETWEEN MINOR AVE AND BROADWAY,First Hill,0.144,0.217,3.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.60787279,-122.32142554,120.0,1
CHERRY ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,0.07,0.125,17.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.60696168,-122.323745645,120.0,2
COLUMBIA ST BETWEEN 7TH AVE AND 8TH AVE,First Hill,0.143,0.318,7.0,0,12,0,-1.979,-1.75,-2.0,9,decrease,,47.60626271,-122.327653,120.0,1
COLUMBIA ST BETWEEN 8TH AVE AND 9TH AVE,First Hill,0.101,0.188,9.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.606704,-122.32659016,120.0,1
COLUMBIA ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,0.114,0.173,17.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.607223765,-122.32548568,120.0,2
COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,0.155,0.202,15.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.607679315,-122.324388425,120.0,2
E CHERRY ST BETWEEN BROADWAY AND DEAD END,First Hill,0.248,0.446,3.0,0,12,0,-1.854,-1.25,-2.0,15,decrease,,47.60799308,-122.32002768,120.0,1
HARVARD AVE BETWEEN BROADWAY AND SPRING ST,First Hill,0.112,0.239,4.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.61172363,-122.32110205,120.0,1
HARVARD AVE BETWEEN SPRING ST AND SENECA ST,First Hill,0.19,0.455,10.0,0,12,0,-1.875,-1.0,-2.0,19,decrease,,47.6122992,-122.32172431,120.0,2
HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,First Hill,0.122,0.148,10.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.6121682,-122.32995858,120.0,1
HUBBELL PL BETWEEN UNIVERSITY ST AND 9TH AVE,First Hill,0.039,0.058,13.0,0,12,0,-2.0,-2.0,-2.0,9,decrease,,47.61057752,-122.33064935,120.0,1
JEFFERSON ST BETWEEN 9TH AVE AND TERRY AVE,First Hill,0.085,0.153,4.0,0,12,0,-2.0,-2.0,-2.0,14,decrease,,47.60501562,-122.32356438,120.0,1
JEFFERSON ST BETWEEN TERRY AVE AND BOREN AVE,First Hill,0.047,0.088,9.0,0,12,0,-2.0,-2.0,-2.0,19,decrease,,47.60548567,-122.32240985,120.0,1
MARION ST BETWEEN 7TH AVE AND 8TH AVE,First Hill,0.336,0.517,12.0,0,12,0,-1.5,-0.75,-2.0,9,decrease,,47.60700844,-122.328354265,120.0,2
